Comment,Id
"SuperDuperNetwork jumps up your bill without you knowing then bills you for the over amount. You call their department - they promise it is taken care off after months on the phone. Every month tell you it is taken care of and never is, till you are so fr",001B000001LLalIIAT
"After countless unpleasant, extensive and disappointing phone calls attempting to get to the root of my Blast Internet speed problems, being bounced from department to department, having my escalated calls cancelled and ""restarted"" multiple times, chargin",001B000001LLalJIAT
"First, allow me to start with an issue that transpired on day one of my move. Before I relocated from out of state to Tennessee, I contacted SuperDuperNetwork Customer Support. Everything was pretty smooth at that point. I was told to simply bring the equ",001B000001LLalKIAT
"Minus 5 stars. I am so glad I cancelled my SuperDuperNetwork since I use antenna TV, no longer have a VoIP landline phone, use a smartphone and wifi spots. SuperDuperNetwork can no longer hold me hostage because I took control!! They sent the cable guy 3 ",001B000001LLalLIAT
"Upon turning on my computer, I had no internet service. This is a common problem with SuperDuperNetwork, so I paid no attention to it until later in the day when I still had no service. I called SuperDuperNetwork after going through their routine question",001B000001LLalMIAT
We switched from regular SuperDuperNetwork TV to X1. They switched out our Modem at the same time and now I can not access my Emails for 2 days and guess what they do not have 24 hour customer service via Phone? Hmmm - are they even into the 20th century ,001B000001LLalNIAT
I recently moved and ordered new service at my new address. SuperDuperNetwork sent a service rep to install my SpecialtyMobility box. He arrived within the timeframe that I had set and was extremely helpful in getting me set up. He was even so kind as to ,001B000001LLalOIAT
"This is an example of how SuperDuperNetwork have left their installation at **, Savannah. Open to the weather and to any passing trouble maker. Total disgrace. Several attempts have been made for SuperDuperNetwork to fix this but no reaction. A poor state",001B000001LLalPIAT
I usually comment on how much I hate SuperDuperNetwork customer service but today it is their ethics. My husband tried a speed test through SuperDuperNetwork -- 80 bits or whatever when on the phone with them -- because our internet wasn't working. Throug,001B000001LLalQIAT
I have been without a WIFI connection for more than one month now. If I want to use my iPad at night in my bedroom - I have no connection. My old modem that I rented from SuperDuperNetwork functioned perfectly well until SuperDuperNetwork switched to an u,001B000001LLalRIAT
"I have had SuperDuperNetwork for 3 years and somehow I got signed into a 2 year agreement when I was told it would be 1 year. Ever since I have added internet and phone, this bill has been out of control. Not to mention that they bill you a month in advan",001B000001LLalSIAT
"I have never had bad Internet and have been Cox, Metrocast, Frontier and never have had this many problems with the Internet. I use Skype a lot and always losing connection. With the others I could stay on Skype 24/7 and never had connection issues. Since",001B000001LLalTIAT
"C.S. called with an offer regarding triple play, sounded good so I went for it. Was not told correct amount so I cancelled & now I have to pay the bill that is 1/2 of my monthly check or have service terminated.",001B000001LLalUIAT
"I signed up for SpecialtyMobility Internet. They charged me for modem rental fees since day one when I clearly told them I don't need them as I have my own. I asked them ""did anyone come out here to set up my internet? Did you mail modems to me?"" They alw",001B000001LLalVIAT
"If you want a home Internet service, please do not pick SuperDuperNetwork for service. Why, they are a liar and cheat! I signed up home Internet from SuperDuperNetwork. They said there was $29.99 plus $10.00 for modem and its unlimited internet. Guess wha",001B000001LLalWIAT
I had a mark-out done for my dog fence. When the contractors were digging they hit my cable line and my internet was down. They immediately told me that they cut it so that is a cut line and no service is proceeded to call SuperDuperNetwork. First questio,001B000001LLalXIAT
"Was anyone told that they would have unlimited Internet, but get an email saying ""you will be charged for over usage""?",001B000001LLalYIAT
"I was a SuperDuperNetwork customer years ago, and was very dissatisfied so I switched to Dish. A salesman sold me on giving them another try since I was not satisfied with my internet service. He told me that install would be easy and the install tech wou",001B000001LLalZIAT
And so it begins... I just moved down here from New York and had to choose a provider. I wanted to go with DIRECTV but of course my building is facing the wrong direction. So between WATNet and SuperDuperNetwork. I read reviews on SuperDuperNetwork servic,001B000001LLalaIAD
Triple play for 99 is an estimate only. After they add in all their hidden cost my bill is 184 a month. Also a data limit of 300gigs is ridiculous - that's a binge Netflix session. Always freezing up and the customer service is unreliable to say the least,001B000001LLalbIAD
"So, as I sit here having to use my ThunderNetworks MIFI because SuperDuperNetwork SpecialtyMobility prematurely turned off my services!!! Rewind back a few days ago, 8 March 2016 to be exact, I alerted SuperDuperNetwork SpecialtyMobility of my pending mov",001B000001LLalcIAD
"I called Feb 21 to get my devices set up. I was told I would have my internet, home security, and cable set up on February 25th. I recurve an email the night of the 21st saying my apt was set for March 14, 2016. That was not discussed over the phone. I ca",001B000001LLaldIAD
After two weeks of having SuperDuperNetwork my services were canceled for no apparent reason. Was without service for two day. I talked to two representatives about why my services were canceled mind my bills were paid and everything. They could not figur,001B000001LLaleIAD
After contemplating for 2 years to switch to SuperDuperNetwork I finally decided because WATNet Internet was driving me crazy. It was soooooo slow. We couldn't even watch Netflix on our tv or watch movies/shows on our Direct due to poor internet error all,001B000001LLalfIAD
"Be prepared for a complicated, detailed and possibly faulty sign-up process. We encountered a rude agent, then failure to get phone number and equipment delivery. Had to go through ""reprocessing."" Hoping try no. 2 works.",001B000001LLalgIAD
"My Internet has been and still is down since 2/17/16. Every day I call to check and I get the same message, ""Your internet is suffering a problem and it should be ready by"" and then depending on the time of day you will get a 2:30 pm, 7:10 pm or a 10:20 p",001B000001LLalhIAD
Had no phone or internet service for 4 days. SuperDuperNetwork gave me 4 appointments. Either no tech showed and I was told 2 of my appointment was scheduled unsuccessfully. SuperDuperNetwork reps scheduled the appt therefore it's their fault if the appt ,001B000001LLaliIAD
"After I sold my house, I paid all final charges from SuperDuperNetwork. A few weeks later a sleazy salesperson called and convinced me that I should only put my account on hold until I moved into my new house which was then under construction. Trusting hi",001B000001LLaljIAD
"I tried to upgrade my internet service but found out that I was only allowed to get the higher speed internet that SuperDuperNetwork offers if I upgrade and bundle services that I didn't want or need. Since I am of the generation labeled a ""cord cutter"" i",001B000001LLalkIAD
I briefly rented a modem from SuperDuperNetwork years ago before buying my own and returning it to the store. Luckily I was smart enough to keep the receipt. Every few months for the past several years they've added the equipment rental fees back to my ac,001B000001LLallIAD
"Worked with SuperDuperNetwork for 4 months, and they run the most unorganized and unethical business practice. Paid to have phone line transferred, didn't happen even after 4 months! Internet service is ""16mbs"" down and 3mbps upload, which isn't even CLOS",001B000001LLalmIAD
"My modem is directly connected to my computer. I've had speed issues amounting to almost 5 visits from technicians. The customer service is impossible to talk to, and most of them aren't even from the states. I would switch from them to ThunderNetworks in",001B000001LLalnIAD
"I have contacted SuperDuperNetwork so many times I've lost count. By far one of the worst cable companies I've ever had service with and I wish there was another cable company that was available in the area, I would switch immediately. My WIFI is so slow ",001B000001LLaloIAD
"Poor service - Internet, phone and cable. Every month my service goes out and it takes hrs on the phone to get it back up and most of the time it takes them days to get someone to come out and get the service up and going again.",001B000001LLalpIAD
"FALSE information given by agents... and terrible notetaking from these agents. Spoke with Jennifer for credit of billing and was not crediting my billing for the time period where my services were disrupted. She transferred me to a supervisor, Eve. Super",001B000001LLalqIAD
Never got a fully installed service. Tried to contact for business service as I work from home. Made no less than 10 calls to sales and others at SuperDuperNetwork. Kept getting told they were calling back and emailing us and never did. Then they finally ,001B000001LLalrIAD
"By far, the worst customer service experience I have ever had. I have sent multiple emails to corporate with no response. I have had issues ongoing for over 2 years without resolve and SuperDuperNetwork has still not effectively credited my account. FURIO",001B000001LLalsIAD
"I called SpecialtyMobility to troubleshoot my internet at 4 am 2/17/2016, got connected to someone who I swear came to this country on a floating door as I had to tell him twice I was outside and not near the router, had to tell him three times I was NOT ",001B000001LLaltIAD
The Wifi is going back to dial up - call customer service - not only do they have no idea on the service but barely speak English - definitely call center is NOT in the United States. Frontier was 150 percent better. They sell you a faster wifi service bu,001B000001LLaluIAD
Just got my bill on Saturday and it went up another 22.00 after a 14.00 hike 4 months ago and they took more channels away. I will not sit on phone and discuss this with them again. Once a year for past 5 years my bill has gone from 76.00 with equipment a,001B000001LLalvIAD
Horrible Internet speed\service from SuperDuperNetwork! SuperDuperNetwork blast speeds are a small fraction of what they promise. I have a ethernet connection to the TV and can't even watch Netflix or Amazon streaming because the internet speed is so slow,001B000001LLalwIAD
"For over a year, I have repeatedly contacted SuperDuperNetwork/SpecialtyMobility about problems with their modem. I would lose telephone connectivity for hours. Movies streamed via Netflix or Amazon on Demand would freeze and stop playing. Finally, I comp",001B000001LLalxIAD
"On Feb 2nd, SuperDuperNetwork technicians came to install our triple play system at 10:45 am. When they left at 3:40, they had the two set top boxes in the wrong rooms (Voice-activated box was in the bedroom, and the non-voice activated box was in the fam",001B000001LLalyIAD
I called last month to take advantage of offer for exact same services I already have for $59.95. It's in writing on January statement. I was told I cannot have the offer. No understandable explanation given. No services added or removed or changed in any,001B000001LLalzIAD
"I purchased Blast+ internet that offers 150 mbps download speeds first at a reduced price then at the regular price for 2+ years (with breaks). From the beginning the quality of the services varied from bad to worse. At first I complained in passing, but ",001B000001LLam0IAD
SuperDuperNetwork has by far the worst customer service I have ever encountered. We have had cable issues now for 2 days with no resolution. When I try to call them I am placed on hold for up to 15 minutes at a time or flat out disconnected. They are the ,001B000001LLam1IAD
"This is the 2nd time SuperDuperNetwork/SpecialtyMobility has STOLEN money off my credit card. They took 2 payments a week apart. And try to give me attitude when I demand it back, then had the nerve to tell me it would take 3weeks to put it back on my car",001B000001LLam2IAD
In the last couple of months I have more and more trouble with SuperDuperNetwork or is it SpecialtyMobility to keep my Internet connection. My Internet connection is disconnected at least 10 times per day and it getting worse. When I call SuperDuperNetwor,001B000001LLam3IAD
"I don't like the new home page, I hate it. Too many large picture, need more easy to use menu features, no calendar like the old one where you can schedule appointments, the old home page was much better. The home page menu needs so have smaller icon/clic",001B000001LLam4IAD
"I have two options in my area for internet, SuperDuperNetwork cable or ThunderNetworks DSL, so naturally my only option is SuperDuperNetwork due to speed. I have chosen to live without tv and feel punished for that choice. SuperDuperNetwork bullies you in",001B000001LLam5IAD
I've had service at my current location for 3 years. I have generally been happy with the actual service but have continued to have issues with my billing. In three years my bill has went up over %25 and has happened $2-3 at a time although I have pretty ,001B000001LLam6IAD
"Don't fall for the commercials saying ""SpecialtyMobility is faster than WATNet."" It's all a lie. I have WATNet at a different house and I have no problems whatsoever, and I'm in a complete WATNet dead zone. I can't even watch a video on YouTube straight t",001B000001LLam7IAD
"For roughly the past 4 months, my internet service has been unreliable. To be clear, it works 95% of the time but it is unreliable. It will drop. The impact is upon my ability to effectively function at times. Everything that I do both personally and prof",001B000001LLam8IAD
"In November our promotion ended. I called SpecialtyMobility to see what other promotions were currently available and was talked into trying a bundled package with the assurance that if I was not happy, I could cancel the tv service and go back to just In",001B000001LLam9IAD
I signed up for a one day pass with SpecialtyMobility when I was back in Boston. The password wasn't working even after resetting it so I called the number on the email. The customer service person forwarded me to the technical support person who then for,001B000001LLamAIAT
"They say that they have the fastest internet, it's lie. I pick the fastest package they have because I have multiple gadgets that are connected to the internet at the same time. Guess what, some of my items are never able to connect on the internet. One t",001B000001LLamBIAT
"My name is Ken. I been with you guy, long enough to say loyalty. But certainly you take away Spike Channel without courtesy notice. This is a act of greedy and very sick person that anyone would feel disgusting, I will take this matter to convince anyone ",001B000001LLamCIAT
This is third outage of e-mail (I can receive but can't send) on SuperDuperNetwork site I have had in 3 months. Seems like they don't keep any record of what went before as always have to start with the lowest person on the ladder and struggle through hou,001B000001LLamDIAT
"The wife works from home, and uses the internet to connect to her company. Recently she was unable to connect. She called SuperDuperNetwork to schedule service. The technician showed up three days after call. In the interim my wife cannot access the inter",001B000001LLamJIAT
"If you're ever planning on getting SuperDuperNetwork internet provider, don't. Because they will cheat you on the pricing for packages that are expensively horrible. They make false advertisements of claiming to be the fastest internet provider. They're n",001B000001LLamKIAT
"I had a contract for 24 months, I called to see if I could lower the bill. They lowered by on 7 dollars. I had to call them about my security system and they informed me while we were talking that they had put me in a new contract for another 24 months wh",001B000001LLamLIAT
"Got to work on January 20th. Found out we had no phone or Internet service. Called SuperDuperNetwork, they said they are working on it and would be restored before 3pm. Which by the nature of our business is too far a stretch. Called them again at 3pm, th",001B000001LLamMIAT
"I called SuperDuperNetwork to set up Wi-Fi for an apartment I recently moved into. An appointment was setup for someone to come install it. We talked about when I would get my first bill and even got a confirmation number. When I moved in, no one showed u",001B000001LLamNIAT
"On Xbox One on GTA 5 I join a game for 5 mins and LAG out. I finally join a game after 10 mins!!!! Join 7 mins LAGGED OUT!!!! I called with there bad AI on the phone, got to a guy after 7 mins and tell him why is my bill so high and he tells me because it",001B000001LLamOIAT
I so hate this company. I only hope for WATNet get to my area to leave it for good. I am even considering to move out to an area with WATNet U-verse high speed internet. I used to have unlimited internet - now SuperDuperNetwork have limited to 300 gb and ,001B000001LLamPIAT
While moving to a new location I called them to have my internet switched over to the new apartment. A SpecialtyMobility Community. Should have all the hook ups already. They said on the phone they couldn't find the address and they would have to put in s,001B000001LLamQIAT
I cancelled the service in the last week of December and I returned the SuperDuperNetwork box few days later. I paid all my bill. In January I received a bill with new charges for January and when I called SuperDuperNetwork I was informed that the service,001B000001LLamRIAT
Worst company ever I have dealt with which don't care about customer satisfaction. I have had internet service with them since 2 years and have instructed them I won't like to have any other service with them but they still push the bundle in my account w,001B000001LLamSIAT
"I have been with SuperDuperNetwork for years and rarely ever had a good experience with them when I called in for help. At least twice they charged me for services I did not ask for, and when I asked them to remove the fee they said that they would but ne",001B000001LLamTIAT
It starts with waiting on the phone for often 20 mins for a person to answer.. Then when someone does answer they transfer you and probably intentionally disconnect you. After 11 calls in 2 days I get an appointment only to wait all day for a NO show. Try,001B000001LLamUIAT
"I called SuperDuperNetwork reference my poor Internet speed. I have already relocated my SuperDuperNetwork router 2 times and paying for both times, and both times having bad service. The cable work on the outside of my house looks like a 2 year old put i",001B000001LLamVIAT
"Three times in the last few weeks the internet has gone down. Guess what SuperDuperNetwork? I work from home and NEED internet access to do my job. Having such outages is bad enough, but when you pay for the highest speed... that is what you should receiv",001B000001LLamWIAT
I called SuperDuperNetwork to resolve an email routing issue for the firm I work for and was on hold from 10 am - 4:10 pm. I finally got a flippant tech who's undertone was clearly not interested in helping solving our problem. His initial response before,001B000001LLamXIAT
"My internet stopped working. Called support and spent countless hours troubleshooting. Every new agent wanted to do the same tests. UNBELIEVABLE the lack of communication internally at that company. After 4 days, SuperDuperNetwork decided to sent a techni",001B000001LLamYIAT
"First and foremost, SuperDuperNetwork is the worst company I have ever encountered. Why in the hell will they ask me to pay $119 dollars for internet and tv cable every month when I'm only getting a hundred channels. The internet connection sucks. Called ",001B000001LLamZIAT
"I called this company many times in regards to being overcharged, and finally, in December I thought these people had it all sorted, and I seen my bill of +45 then a week or so later I look at my bill and it is almost $400 after telling me I would be payi",001B000001LLamaIAD
"Upon looking for internet providers in the area I was faced with one option: SuperDuperNetwork, so I got SuperDuperNetwork. From the very beginning there were service problems, low connectivity, no connectivity, on demand services didn't work or froze, th",001B000001LLambIAD
For the past year I have had ongoing issues with SuperDuperNetwork the X1 Service. There's been over 28 visits to my home with the Field Service Department and their Line Department. It keeps going back and forth to both Departments. They have replaced ev,001B000001LLamcIAD
"SuperDuperNetwork customer with SpecialtyMobility On demand, movies freezes. I have purchased movies and I am unable to download. The box has been replaced. Save your money.",001B000001LLamdIAD
"Slow and often dropped internet connection. The pictures on my TV is all distorted and X1 keeps rebooting. The telephone customer service is a joke. They ask for all verification, then they ask for MAC address of modem, then they reset the modem, and then",001B000001LLameIAD
"I called because of notice that I had reached my internet usage limit. I'd never heard of a limit on my account. Additionally, I wanted to review my contract as the limit was shocking. I was sent to one department that informed me that the limit had been ",001B000001LLamfIAD
"I have a home in Jupiter FL that was previously my Father's. He passed away 3 years ago in November (2012) and I am now the owner of this home and the caregiver of my adult Developmentally Disabled sister, who loves to watch TV and movies. Every year for ",001B000001LLamgIAD
"They mis-charged and double charged my service!!! I returned my modem and stopped my service 4 months ago but they just keep sending bills to my mailbox. I never use their service since 4 months ago but why they charged me for that? When I calling them, t",001B000001LLamhIAD
I started with SuperDuperNetwork 2 years ago and when I started I was paying $89/mo. Before the first year was up I moved and got another good deal to change addresses. After That year my bill jumped to $160. I called to see about changing plans and they ,001B000001LLamiIAD
"Brittany was knowledgeable, professional and friendly! I tried finding a way to contact SuperDuperNetwork/SpecialtyMobility directly to let her boss know what an outstanding job she did coming to my home and fixing my cable and internet, but couldn't find",001B000001LLamjIAD
"Here's the recap of our joyous experience and ongoing saga. I've had well over 15 hours of customer service calls, fun times! We switched our business to a home office and cancelled residential account yet were still billed for about 6 months on the resid",001B000001LLamkIAD
"I can't believe I didn't do the research before getting internet. Working with SuperDuperNetwork/SpecialtyMobility has been the WORST decision I've made in my adult life. I am trying to review my bill with somebody, and I have been redirected to 4 differe",001B000001LLamlIAD
"I am writing on behalf of my housemates who are switching this week to ATT. After renting a SuperDuperNetwork modem for years, they purchased a new model (Modem-router combo) at BestBuy. It set up quickly and worked fine. Two months later, they were still",001B000001LLammIAD
Ordered internet on DEC 09. They said we can install it ourselves. Received it on the 11th. Would not work. Was told to come and switch the products. Exchanged the items. It still wouldn't work. Had to schedule a tech to come out. He came out on time and ,001B000001LLamnIAD
"I obtained a bundle service from SuperDuperNetwork to include TV, internet and Home Security. One would assume the contract for all services within the bundle would end at the same time. WRONG!!! TV and Internet service ends after 2 years BUT Home Securit",001B000001LLamoIAD
"This November, when I called SuperDuperNetwork to transfer my account from the east coast (Wilmington, Delaware) to the west coast (Concord, California), I found out that I was being charged for modem even though I had my own modem since 2010. The custome",001B000001LLampIAD
"Last 2 years I have been paying 66.95 usd for only internet service in seattle, WA area. Still everyday internet connections go off and on momentarily, sometimes show limited internet connection and netflix in my TV won't start. Most bizarre thing is if I",001B000001LLamqIAD
So I went online to look at local offers for SpecialtyMobility internet service to see what other deals they are offering (I got some sales flyers in the mail for Triple play with rebates or free tablets). I am only interested in internet service as we've,001B000001LLamrIAD
"I am so frustrated with SuperDuperNetwork. I had business service and had to close my business. When I called SuperDuperNetwork to cancel, I was informed that the early disconnect penalty would be over $1000.00 because I was in a three year contract. Smal",001B000001LLamsIAD
There are not enough words to express how dissatisfied I am with SuperDuperNetwork and their lack of service. Monday morning (12/14/2015) a gentleman came out to set up a new modem that my job had previously arranged for work at home purposes. The technic,001B000001LLamtIAD
"I have not been able to watch this video because the advertisements interrupted and then the video would not come back! Awful service! Hire competent people! Evidently you have low pay, incompetent people working for you! Thank goodness there is Netflix a",001B000001LLamuIAD
Worst oversea customer services & I got 20 yrs experience in sales! And SuperDuperNetwork hired bunch of oversea tried to upsale me! You got to be kidding? They couldn't close the deal 8 out of 10. I don't understand what they're trying to says. Simple lo,001B000001LLamvIAD
"We had a power outage in our area after which we had internet issues. Some web pages would connect some would take us to an SpecialtyMobility activation page which is strange since we do not have SpecialtyMobility (SuperDuperNetwork home service), we have",001B000001LLamwIAD
"One of my checks that was written for the month of Oct. didn't arrive in time, so they called me and made me pay by credit card right away, so they wouldn't cut-off my service. So I paid it right away. Went to bank to try and chase down lost check. Well g",001B000001LLamxIAD
"I was set up on automatic payments and they billed me a couple times, then shut my service off because they said my card expired which it didn't, but I gave them all the info again... They said it could take like 30 or more days to update yet they didn't ",001B000001LLamyIAD
"Spam filter is very ineffective. It took abut 25 minutes and three phone calls to report this to SuperDuperNetwork, due to their very poor phone menu system.",001B000001LLamzIAD
For 5 years now I have had problems with my cable modem rebooting all the time (ALL cable modems I have used. I am up to 4 now). I called SuperDuperNetwork out 5 or 6 times and they could not find a problem anywhere. Still I have 5 to 6 months out of the ,001B000001LLan0IAD
"SuperDuperNetwork, you've done it again! On 12.10.15 I called your US sales to upgrade my internet from Performance to Blast. The agent convinced me that I should purchase the SpecialtyMobility Triple Play with Extreme 150 and free SuperDuperNetwork phone",001B000001LLan1IAD
"Wow! Where to start. Always trouble with internet on a daily, the automated system is horrible. I've had my email for year since 2007 and had WATNet and Dish since. They never took away my email till now that I cancelled my residential account. Now that w",001B000001LLan2IAD
The customer service rep was so rude and indifferent. I felt as though the 45 minutes I wasted on the phone being bullied and belittled was unforgivable. I have only been a customer for 2 months! THIS IS NOT RIGHT! I will never recommend this service and ,001B000001LLan3IAD
"I pay $140 monthly for my internet so I have high expectations to have good internet at all times. The internet kept fluctuating and not working for a couple of days while technicians came every day, they did absolutely nothing yet when my bill came at th",001B000001LLan4IAD
"Unfortunately you have to choose a 1-5 star to rate. Realistically there should be negative stars specifically made for SuperDuperNetwork. It's humorous how horrible they are. If you love no internet, and horrible service, SuperDuperNetwork is just right ",001B000001LLan5IAD
"When I hired the service, they charge me for the technician coming to install the service. When I moved, they send another technician to install the equipment. He came 5 hours late and did EVERYTHING wrong. I started having troubles with the phone line, t",001B000001LLan6IAD
"I called SuperDuperNetwork - 1-800-934-6489 on December 12-07-2015, I complained about excessive charges billed to my account every month including bogus late fees even when they claim I brought the account current, and bogus activation fees even when the",001B000001LLan7IAD
"My home internet went out, called customer service and call was dropped 10 times... These IT people are foreign and I could not understand them and they could not understand me. FINALLY after having been dropped 10 times, they said they would send someone",001B000001LLan8IAD
I don't have internet or TV working. My husband is waiting somebody answer the phone for more than 2 hours but he won't hang out because I am recording the disrespect you guys treat us to post everywhere. My name is Adriana **. My husband name is Eduardo ,001B000001LLan9IAD
"Service is a joke. Have tried to establish internet service. However, discovered SuperDuperNetwork did not acknowledge my payment, therefore flagging an unpaid balance. Prior service was 4 years ago, payment in full to collection agency 1 year ago but sti",001B000001LLanAIAT
We've been with SuperDuperNetwork for years with no problems. We tried to upgrade and it has been three weeks and no upgrade. We called several times with several names and badge numbers with appointments to match. Appointments were made but not kept.,001B000001LLanBIAT
Trying to get SuperDuperNetwork to service your home is an unfathomable hill unless you live in an extremely populated area where they know they can get instant service from a large amount of people. I have tried to have a site survey done to see if they ,001B000001LLanCIAT
SuperDuperNetwork what a joke! I've been with SuperDuperNetwork for about going on two years locked in a contract! Biggest mistake of my life. Always having issues with low speed internet & picture & sound on TV!!! SuperDuperNetwork always have excuses fo,001B000001LLanDIAT
"My wife works at home for a major energy company as a call center operator. The company provides SuperDuperNetwork ""business class"" service so she can log calls, report outages, and perhaps most importantly alert fire and rescue personnel during natural g",001B000001LLanEIAT
Internet service got discontinued two times in last 2 weeks. They say every time that no service at your account. Tell me some other new address where service got transferred. First time after spending hours on call and visiting store and producing rental,001B000001LLanFIAT
This is by far the WORST utility service provided I've ever experienced. Their support team is outsourced to India and their script reading staff is full of **. Find any other company but SuperDuperNetwork or SpecialtyMobility when it comes to any of your,001B000001LLanGIAT
"I was using WATNet 3Mbps internet earlier and never had any complaints, but as my new apartment has SuperDuperNetwork internet I went on with SuperDuperNetwork 6Mbps assuming I would get double the speed which is more than enough for me. But I noticed tha",001B000001LLanHIAT
"I've had SuperDuperNetwork internet service for over a year. After a year of dealing with their Customer service, (probably outsourced in the Philippines) I will be looking for another provider. SuperDuperNetwork is charging way too much for a service tha",001B000001LLanIIAT
I signed up with SpecialtyMobility and had no working service for 37 of the first 44 days. I called everyday trying to get it to work. In addition to not having the service they had a line running across the front of my yard that was not buried and 2 kids,001B000001LLanJIAT
"SuperDuperNetwork's internet is bafflingly unreliable. To make matters worse, they have an absolute monopoly in my area. This means that no matter how poor their customer service or how unreliable their internet, they are the only option. I hope that Supe",001B000001LLanKIAT
I initially signed up for internet only - 105 Mbps at a new customer rate of $39.99. That same evening I decided to add cable. After multiple calls with Customer Service I was finally quoted a double play package at a reduced rate. I called the day before,001B000001LLanLIAT
"Tried to sign up for SuperDuperNetwork, but after waiting 4 weeks for the installer to show up, called to see what was going on, and was told that our address didn't exist in their system. Never mind that the house has been there for 60 years, or that the",001B000001LLanMIAT
Hello everyone. I have been a SuperDuperNetwork customer for the past 4 years. SuperDuperNetwork has great services but don't work good with its customers. I recently go divorced and had to take the service with me. I could no longer afford the services I,001B000001LLanNIAT
"Today I received a letter from Sears canceling my long term credit relationship with them because I had a collections issue with Equifax. After looking at my credit file, SuperDuperNetwork turned me in for collections on an account I have never had with t",001B000001LLanOIAT
"Company is very horrible to deal with, get a runaround on answers, company offers promotions that SuperDuperNetwork reps don't know about, add one feature for $10 - my bill jumps $30. Calling in to get assistance is a joke - having to use the voice answer",001B000001LLanPIAT
I have had nothing but trouble since I opened my account with them in July. I have had to call them multiple times to deal with NIL to non-Internet speeds (I pay for blast internet). Their excuse was my equipment wasn't working properly (I have my own cab,001B000001LLanQIAT
SuperDuperNetwork had triple play for about 8 years. Never got a bill over 140 monthly plus tax. Was happy with everything until early this year (2015) when bill triple because SuperDuperNetwork put a cap on WiFi without customer knowing. I have to let my,001B000001LLanRIAT
"SuperDuperNetwork internet service is unreliable. The internet speed is not what they claimed to be. I am only getting 3-5 mbps most of the time and always froze my internet connection. When you call their executive customer service, the calls get dropped",001B000001LLanSIAT
Paying for over 100 mbps bandwidth... Getting less than 20 mbps and that's in the best place. I tested all over the (small) house getting down to about .2 mbps in the worst place. SuperDuperNetwork robs their customers.,001B000001LLanTIAT
SpecialtyMobility has taken over my wifi without my consent... I would NEVER subscribe to SpecialtyMobility because of this... Leave me alone and get off my server!!!,001B000001LLanUIAT
"SuperDuperNetwork really does not deserve to have customers. Their customer service is horrible and they are not organized. If you need anything from them they will charge you even though its their fault. A horrible horrible company, I wouldn't recommend ",001B000001LLanVIAT
By far the worst internet service you can get. I was suppose to get the top speed and only certain times of day which is only like an hour will you get those top speeds. Additionally the service constantly has outages usually when you need the internet th,001B000001LLanWIAT
"AS the only high-speed internet provider in my area I am forced to do business with SuperDuperNetwork (DBA SpecialtyMobility). They are a complete nightmare to do business with. I had an installation performed on October the 21, 2015; They left the cable ",001B000001LLanXIAT
So I had SpecialtyMobility internet service only at my home. I was paying 49.95 per month plus 10.00 for equipment rental so a total of 59.95. One day my bill increased to 89.95 plus the 10.00 so I called in to cancel the service as I had other companies ,001B000001LLanYIAT
"Salesman came to my house offering a better service, better price than my current provider. They said to test them for 30 days, money back guarantee. Service sucks, 75mbps never had more than 10mbps. On the second day, had no service in the morning. I dis",001B000001LLanZIAT
"In July of 2015 I moved from Bellevue, WA to Mt Pleasant, TX. I turned in all of my SuperDuperNetwork equipment at the SuperDuperNetwork Service Center in Factoria, WA. I was badgered for nearly an hour about transferring my account to Texas even though S",001B000001LLanaIAD
"Over the last two weeks I have attempted to reach your collections department to assist me with setting up Internet Essentials and have a block removed from my residents because I did meet the requirements. I have been mishandled, misrouted, and experienc",001B000001LLanbIAD
"Ok, so I've had SpecialtyMobility/SuperDuperNetwork for almost a year now, and there has been so much trouble, I can't stand SuperDuperNetwork. So you are probably thinking of getting it from the commercials saying SpecialtyMobility is faster than a NASCA",001B000001LLancIAD
"I signed up for a week pass for SpecialtyMobility wifi for 19.99. I live in center city Philadelphia (where SuperDuperNetwork headquarters is located). This wifi service isn't even half as fast as the 3g data on my phone. And monthly, it costs about as mu",001B000001LLandIAD
"SuperDuperNetwork! Please accept my apology for not believing your customer service agent! Thank you for all you did to help me get the service I expect! No one likes to call any cable company's customer service... EVER! Endless waits, repeated requests t",001B000001LLaneIAD
"I just spent an entire morning on the phone with SuperDuperNetwork Support, to no avail! I needed help with my SuperDuperNetwork.net email on my iPhone, and I talked to 3 different representatives, none of whom had a clue. They each said they were escalat",001B000001LLanfIAD
I have never experienced such bad customer service from a company. I moved to a new city wanted to get Internet Service. They talked me into getting Internet and Phone service as it was cheaper than getting the Internet alone. They told me someone could c,001B000001LLangIAD
"Absolutely ridiculous. At every level incompetent. I just wasted 3 days due to their wireless internet... Wirelessly it wouldn't connect to Exchange. Wired it does and then every day at about noon the system craps out. This after I told the installer, 3 t",001B000001LLanhIAD
"Do NOT pay for services with SuperDuperNetwork/SpecialtyMobility. Upon signing on with SuperDuperNetwork, I was very optimistic. It wasn't until I had extra charges on my account that I changed my mind. I spent months getting the charges reversed. To top ",001B000001LLaniIAD
"We've had SuperDuperNetwork for about 2 months now. At the beginning, our cable internet service was extremely intermittent so we called SuperDuperNetwork to schedule a service visit. The tech came, ended up swapping out the FAULTY cable model for a new o",001B000001LLanjIAD
